1,5.379268E-003
2,7.783442E-003
3,9.661126E-003
4,1.126210E-002
5,1.268446E-002
6,1.397896E-002
7,1.517598E-002
8,1.629543E-002
9,1.735119E-002
10,1.835343E-002
11,1.930985E-002
12,2.022643E-002
13,2.110798E-002
14,2.195838E-002
15,2.278085E-002
16,2.357808E-002
17,2.435235E-002
18,2.510562E-002
19,2.583959E-002
20,2.655572E-002
21,2.725530E-002
22,2.793949E-002
23,2.860930E-002
24,2.926564E-002
25,2.990932E-002
26,3.054108E-002
27,3.116159E-002
28,3.177145E-002
29,3.237121E-002
30,3.296139E-002
31,3.354244E-002
32,3.411481E-002
33,3.467887E-002
34,3.523500E-002
35,3.578354E-002
36,3.632481E-002
37,3.685909E-002
38,3.738667E-002
39,3.790779E-002
40,3.842272E-002
41,3.893166E-002
42,3.943483E-002
43,3.993243E-002
44,4.042465E-002
45,4.091167E-002
46,4.139366E-002
47,4.187078E-002
48,4.234318E-002
49,4.281100E-002
50,4.327437E-002
51,4.373344E-002
52,4.418832E-002
53,4.463912E-002
54,4.508597E-002
55,4.552897E-002
56,4.596821E-002
57,4.640381E-002
58,4.683584E-002
59,4.726441E-002
60,4.768960E-002
61,4.811149E-002
62,4.853015E-002
63,4.894567E-002
64,4.935812E-002
65,4.976756E-002
66,5.017407E-002
67,5.057771E-002
68,5.097855E-002
69,5.137664E-002
70,5.177203E-002
71,5.216480E-002
72,5.255499E-002
73,5.294265E-002
74,5.332783E-002
75,5.371059E-002
76,5.409097E-002
77,5.446902E-002
78,5.484478E-002
79,5.521829E-002
80,5.558960E-002
81,5.595874E-002
82,5.632576E-002
83,5.669069E-002
84,5.705356E-002
85,5.741443E-002
86,5.777331E-002
87,5.813025E-002
88,5.848527E-002
89,5.883841E-002
90,5.918970E-002
91,5.953917E-002
92,5.988684E-002
93,6.023275E-002
94,6.057693E-002
95,6.091940E-002
96,6.126018E-002
97,6.159931E-002
98,6.193681E-002
99,6.227270E-002
100,6.260700E-002
101,6.293975E-002
102,6.327095E-002
103,6.360064E-002
104,6.392884E-002
105,6.425556E-002
106,6.458083E-002
107,6.490467E-002
108,6.522709E-002
109,6.554812E-002
110,6.586778E-002
111,6.618607E-002
112,6.650303E-002
113,6.681867E-002
114,6.713300E-002
115,6.744604E-002
116,6.775781E-002
117,6.806833E-002
118,6.837760E-002
119,6.868566E-002
120,6.899250E-002
121,6.929815E-002
122,6.960261E-002
123,6.990592E-002
124,7.020806E-002
125,7.050907E-002
126,7.080896E-002
127,7.110773E-002
128,7.140541E-002
129,7.170199E-002
130,7.199750E-002
131,7.229195E-002
132,7.258535E-002
133,7.287771E-002
134,7.316904E-002
135,7.345936E-002
136,7.374867E-002
137,7.403699E-002
138,7.432432E-002
139,7.461068E-002
140,7.489607E-002
141,7.518051E-002
142,7.546401E-002
143,7.574658E-002
144,7.602822E-002
145,7.630895E-002
146,7.658877E-002
147,7.686769E-002
148,7.714573E-002
149,7.742289E-002
150,7.769918E-002
151,7.797461E-002
152,7.824918E-002
153,7.852291E-002
154,7.879580E-002
155,7.906786E-002
156,7.933911E-002
157,7.960953E-002
158,7.987916E-002
159,8.014798E-002
160,8.041601E-002
161,8.068326E-002
162,8.094974E-002
163,8.121544E-002
164,8.148038E-002
165,8.174456E-002
166,8.200800E-002
167,8.227069E-002
168,8.253265E-002
169,8.279387E-002
170,8.305437E-002
171,8.331416E-002
172,8.357323E-002
173,8.383160E-002
174,8.408927E-002
175,8.434625E-002
176,8.460254E-002
177,8.485815E-002
178,8.511308E-002
179,8.536734E-002
180,8.562093E-002
181,8.587387E-002
182,8.612615E-002
183,8.637779E-002
184,8.662877E-002
185,8.687912E-002
186,8.712884E-002
187,8.737793E-002
188,8.762639E-002
189,8.787424E-002
190,8.812147E-002
191,8.836809E-002
192,8.861410E-002
193,8.885952E-002
194,8.910434E-002
195,8.934857E-002
196,8.959221E-002
197,8.983527E-002
198,9.007776E-002
199,9.031966E-002
200,9.056100E-002
201,9.080178E-002
202,9.104199E-002
203,9.128164E-002
204,9.152075E-002
205,9.175930E-002
206,9.199731E-002
207,9.223477E-002
208,9.247170E-002
209,9.270810E-002
210,9.294396E-002
211,9.317930E-002
212,9.341411E-002
213,9.364841E-002
214,9.388219E-002
215,9.411546E-002
216,9.434822E-002
217,9.458047E-002
218,9.481223E-002
219,9.504348E-002
220,9.527424E-002
221,9.550451E-002
222,9.573429E-002
223,9.596358E-002
224,9.619239E-002
225,9.642073E-002
226,9.664858E-002
227,9.687597E-002
228,9.710288E-002
229,9.732933E-002
230,9.755531E-002
231,9.778084E-002
232,9.800590E-002
233,9.823051E-002
234,9.845467E-002
235,9.867838E-002
236,9.890164E-002
237,9.912446E-002
238,9.934684E-002
239,9.956878E-002
240,9.979028E-002
241,1.000114E-001
242,1.002320E-001
243,1.004522E-001
244,1.006720E-001
245,1.008914E-001
246,1.011103E-001
247,1.013288E-001
248,1.015469E-001
249,1.017646E-001
250,1.019819E-001
251,1.021988E-001
252,1.024153E-001
253,1.026314E-001
254,1.028470E-001
255,1.030623E-001
256,1.032772E-001
257,1.034917E-001
258,1.037058E-001
259,1.039195E-001
260,1.041328E-001
261,1.043457E-001
262,1.045582E-001
263,1.047704E-001
264,1.049822E-001
265,1.051936E-001
266,1.054046E-001
267,1.056153E-001
268,1.058256E-001
269,1.060355E-001
270,1.062451E-001
271,1.064543E-001
272,1.066631E-001
273,1.068716E-001
274,1.070797E-001
275,1.072874E-001
276,1.074948E-001
277,1.077019E-001
278,1.079086E-001
279,1.081149E-001
280,1.083209E-001
281,1.085266E-001
282,1.087319E-001
283,1.089369E-001
284,1.091415E-001
285,1.093458E-001
286,1.095497E-001
287,1.097533E-001
288,1.099566E-001
289,1.101596E-001
290,1.103622E-001
291,1.105645E-001
292,1.107665E-001
293,1.109681E-001
294,1.111694E-001
295,1.113704E-001
296,1.115711E-001
297,1.117715E-001
298,1.119715E-001
299,1.121712E-001
300,1.123706E-001
301,1.125697E-001
302,1.127685E-001
303,1.129670E-001
304,1.131652E-001
305,1.133631E-001
306,1.135606E-001
307,1.137579E-001
308,1.139548E-001
309,1.141515E-001
310,1.143478E-001
311,1.145439E-001
312,1.147396E-001
313,1.149351E-001
314,1.151303E-001
315,1.153252E-001
316,1.155198E-001
317,1.157141E-001
318,1.159081E-001
319,1.161018E-001
320,1.162952E-001
321,1.164884E-001
322,1.166813E-001
323,1.168738E-001
324,1.170661E-001
